# chunk 1009 1409 levels 0..0 squares 64
1009 1409 8072 11272 0 | diamondFloor,exterior,solidfloor | 104=14 | 134004735 134004735 0 | 0 0 1 | 112 | -1 | @8032,11272
1019 1412 8156 11302 0 | EntityScript,HoppableN,WallNTrans,attachedFloor,canPathN,collideN,cutN,diamondFloor,exterior,solidfloor,transparentN | 6=2,23=1,38=0,104=2,109=13,122=0,151=2,176=0,181=0,199=0,227=0,230=0,234=190 | 133967871 133967871 0 | 0 0 1 | 255 | -1 | @8112,11280
1019 1412 8157 11302 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,109=1,122=0,138=117,181=0,197=2,199=0,230=0 | 133964799 133964799 0 | 0 0 1 | 255 | -1 | @8112,11280
1019 1412 8158 11302 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1019 1412 8159 11302 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8112,11280
1019 1412 8152 11303 0 | canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=1,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 134198271 134198271 0 | 0 0 1 | 193 | -1 | @8112,11280
1019 1412 8153 11303 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8112,11280
1019 1412 8154 11303 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8112,11280
1019 1412 8155 11303 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,39=0,93=0,104=2,230=0 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8112,11280
1019 1412 8156 11303 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=2,230=0 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8112,11280
1019 1412 8157 11303 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8112,11280
1019 1412 8158 11303 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8112,11280
1019 1412 8159 11303 0 | diamondFloor,exterior,solidfloor | 104=14 | 134212095 134212095 0 | 0 0 1 | 7 | -1 | @8112,11280
# chunk 1031 1412 levels 0..1 squares 92
1031 1412 8248 11296 0 | canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=1,230=0 | 134004735 134004735 0 | 0 0 0 | 112 | -1 | @8224,11288
1031 1412 8249 11296 0 | canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=1,230=0 | 133967871 133967871 0 | 0 0 0 | 124 | -1 | @8224,11288
1031 1412 8250 11296 0 | canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=1,230=0 | 133967871 133967871 0 | 0 0 0 | 124 | -1 | @8224,11288
1031 1412 8251 11296 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 133967871 133967871 0 | 0 0 0 | 124 | -1 | @8224,11288
1031 1412 8252 11296 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 133967871 133967871 0 | 0 0 0 | 124 | -1 | @8224,11288
1031 1412 8253 11296 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8224,11288
1031 1412 8254 11296 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=3,104=11 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8224,11288
1031 1412 8255 11296 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=3,104=11 | 134115327 134115327 0 | 0 0 1 | 28 | -1 | @8224,11288
1031 1412 8248 11297 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 134198271 134198271 100859904 | 0 0 0 | 241 | -1 | @8224,11288
1031 1412 8249 11297 0 | canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=1,230=0 | 134193663 134128127 117604352 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8250 11297 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 134193663 134193663 117669888 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8251 11297 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=2,230=0 | 133997055 133997055 16809984 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8252 11297 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 133964287 133964287 0 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8253 11297 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8254 11297 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8255 11297 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=3,104=11 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8224,11288
1031 1412 8248 11298 0 | HasLightOnSprite,WallN,attachedFloor,collideN,cutN,diamondFloor,solidfloor,solidtrans | 9=0,10=0,23=8,26=0,33=0,35=4,39=0,63=38,70=15,95=1,105=98,109=3,118=1,132=0,137=1,138=249,144=95,147=4,148=0,150=1,156=4,157=0,158=0,161=97,169=1,172=4,174=0,178=0,181=0,190=8,193=9,195=9,197=7,207=6,220=6,229=1 | 134201343 134201343 114822144 | 1 34o 0 | 241 | 12385036414222345 | @8224,11288
1031 1412 8249 11298 0 | WindowN,attachedFloor,attachedN,bed,canPathN,collideN,cutN,diamondFloor,solidfloor,transparentN,windowN | 9=0,23=8,33=15,34=0,39=0,43=0,45=95,49=0,63=57,70=4,92=19,95=2,105=95,107=0,109=24,118=3,130=8,137=1,138=33,143=4,144=97,146=2,147=13,150=1,156=1,157=1,158=0,161=94,172=5,174=0,177=1,178=0,181=0,183=1,197=19,201=12,204=0,206=0,216=1,229=1,231=196 | 134004735 134003711 133958144 | 1 15 0 | 255 | 12385036414222345 | @8224,11288
1031 1412 8250 11298 0 | WallN,attachedFloor,collideN,cutN,diamondFloor,solidfloor | 9=0,23=8,70=15,95=4,109=11,138=135,147=3,148=0,156=4,157=0,158=0,172=4,178=0 | 134115327 134115327 134106624 | 1 0 0 | 255 | 12385036414222345 | @8224,11288
1031 1412 8251 11298 0 | WallW,attachedFloor,attachedW,collideW,cutW,diamondFloor,exterior,solidfloor | 23=1,38=0,70=10,104=2,149=0,230=0 | 134001663 134001663 19173888 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8252 11298 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 133964287 133964287 0 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8253 11298 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8254 11298 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,93=0,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8255 11298 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,93=0,104=2,230=0 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8224,11288
1031 1412 8248 11299 0 | attachedFloor,container,diamondFloor,solidfloor,solidtrans | 10=0,23=8,33=19,39=0,63=342,90=2,95=1,109=18,117=16,118=1,137=1,138=237,147=0,150=1,155=16,156=4,158=0,162=21,168=0,174=0,178=0,181=0,192=16,197=7,200=21,207=3 | 134004735 134004735 114819072 | 1 33 0 | 241 | 12385036414222345 | @8224,11288
1031 1412 8249 11299 0 | attachedFloor,diamondFloor,solidfloor | 23=8,95=4,109=11,138=135,147=3,156=4,158=0,178=0 | 134001663 134001663 133955584 | 1 0 0 | 255 | 12385036414222345 | @8224,11288
1031 1412 8250 11299 0 | attachedFloor,diamondFloor,solidfloor | 23=8,95=4,109=11,138=135,147=3,156=4,158=0,178=0 | 134113791 134113791 134105088 | 1 0 0 | 255 | 12385036414222345 | @8224,11288
1031 1412 8251 11299 0 | WallW,attachedFloor,attachedW,collideW,cutW,diamondFloor,exterior,solidfloor | 23=1,38=0,70=10,104=2,149=0,230=0 | 134001663 134001663 19173888 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8252 11299 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 133964287 133964287 0 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8253 11299 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8254 11299 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8255 11299 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8224,11288
1031 1412 8248 11300 0 | attachedFloor,diamondFloor,solidfloor | 23=8,95=4,109=11,138=135,147=3,156=4,158=0,178=0 | 134004735 134004735 114819072 | 1 0 0 | 241 | 12385036414222345 | @8224,11288
1031 1412 8249 11300 0 | attachedFloor,diamondFloor,solidfloor | 23=8,95=4,109=11,138=135,147=3,156=4,158=0,178=0 | 133964799 133964799 133955584 | 1 0 0 | 255 | 12385036414222345 | @8224,11288
1031 1412 8250 11300 0 | attachedE,attachedFloor,diamondFloor,solidfloor | 23=8,43=0,45=95,63=24,95=4,109=11,118=3,138=130,144=98,146=2,147=4,156=3,158=0,161=97,178=0,181=0,204=0 | 134113791 134097407 134088704 | 1 0 0 | 255 | 12385036414222345 | @8224,11288
1031 1412 8251 11300 0 | WindowW,attachedFloor,attachedW,canBeRemoved,canPathW,collideW,cutW,diamondFloor,exterior,solidfloor,transparentW,vegitation,windowW | 23=1,34=0,38=0,39=0,63=112,70=6,93=0,95=6,104=2,109=28,118=3,137=0,138=460,144=97,147=8,150=5,156=5,158=0,174=0,178=0,183=1,206=0,216=1,228=1,230=0,231=195 | 134001663 133997567 19169792 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8252 11300 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 133964287 133964287 0 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8253 11300 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8254 11300 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8255 11300 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8224,11288
1031 1412 8248 11301 0 | attachedFloor,diamondFloor,solidfloor | 23=8,95=4,109=11,138=135,147=3,156=4,158=0,178=0 | 134001663 134001663 114819072 | 1 0 0 | 241 | 12385036414222345 | @8224,11288
1031 1412 8249 11301 0 | attachedFloor,diamondFloor,solidfloor | 23=8,95=4,109=11,138=135,147=3,156=4,158=0,178=0 | 133964287 133964287 133955584 | 1 0 0 | 255 | 12385036414222345 | @8224,11288
1031 1412 8250 11301 0 | attachedFloor,diamondFloor,solidfloor | 23=8,95=4,109=4,138=115,147=3,156=1,158=0,178=0,181=0,197=10,201=21 | 134113791 134113791 134105088 | 1 0 0 | 255 | 12385036414222345 | @8224,11288
1031 1412 8251 11301 0 | WallW,attachedFloor,attachedW,canBeRemoved,collideW,cutW,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,70=10,93=0,95=6,104=2,109=28,137=0,138=460,147=8,149=0,150=5,156=5,158=0,174=0,178=0,230=0 | 134001663 134001663 19173888 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8252 11301 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,39=0,93=0,104=2,230=0 | 133964287 133964287 0 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8253 11301 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8254 11301 0 | attachedFloor,canBeCut,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,93=0,101=1,104=3,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8255 11301 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8224,11288
1031 1412 8248 11302 0 | attachedFloor,container,diamondFloor,solidfloor | 23=8,39=0,90=3,91=0,95=4,109=7,117=41,138=404,145=0,147=8,156=4,158=0,162=34,174=0,178=0,181=0,197=10,200=34 | 134198271 134198271 115015680 | 1 0 0 | 241 | 12385036414222345 | @8224,11288
1031 1412 8249 11302 0 | attachedFloor,diamondFloor,solidfloor | 23=8,95=4,109=11,138=135,147=3,156=4,158=0,178=0 | 134193663 134193663 134184960 | 1 0 0 | 255 | 12385036414222345 | @8224,11288
1031 1412 8250 11302 0 | attachedFloor,diamondFloor,solidfloor | 23=8,39=0,95=4,109=11,138=454,147=1,156=4,158=0,174=0,178=0 | 134212095 134212095 134203392 | 1 0 0 | 255 | 12385036414222345 | @8224,11288
1031 1412 8251 11302 0 | WallW,attachedFloor,attachedW,collideW,cutW,diamondFloor,exterior,solidfloor | 23=1,38=0,70=10,104=3,149=0,230=0 | 134001663 134001663 19173888 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8252 11302 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=3,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 133964287 133964287 0 | 0 0 0 | 255 | -1 | @8224,11288
1031 1412 8253 11302 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor,vegitation | 23=1,38=0,39=0,63=112,93=0,95=6,104=2,109=28,137=0,138=460,147=8,150=5,156=5,158=0,174=0,178=0,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8254 11302 0 | attachedFloor,canBeRemoved,diamondFloor,exterior,solidfloor | 23=1,38=0,93=0,101=1,104=2,230=0 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8224,11288
1031 1412 8255 11302 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8224,11288
1031 1412 8248 11303 0 | WallN,attachedFloor,bed,collideN,cutN,diamondFloor,solidfloor | 9=0,23=7,33=22,39=0,49=0,63=19,70=1,95=2,105=95,109=7,112=0,118=1,137=1,138=48,143=2,144=98,147=14,148=0,150=1,156=4,157=0,158=0,161=97,172=4,174=0,178=0,181=0,197=13,229=1 | 134217727 134217727 14158848 | 1 19 0 | 193 | 12385036414222351 | @8224,11288
1031 1412 8249 11303 0 | WallN,attachedFloor,attachedN,collideN,cutN,diamondFloor,solidfloor,solidtrans | 9=0,10=0,23=7,33=56,39=0,45=166,63=437,70=10,95=2,109=15,118=0,137=1,138=233,147=0,148=0,150=1,156=0,157=0,158=0,169=0,172=4,174=0,178=0,181=0,197=8,229=1 | 134197247 134197247 16518656 | 1 27 0 | 199 | 12385036414222351 | @8224,11288
1031 1412 8250 11303 0 | WallN,attachedFloor,bed,collideN,cutN,diamondFloor,solidfloor | 9=0,23=7,33=22,39=0,45=97,49=0,63=19,70=1,95=2,107=0,109=7,118=3,137=1,138=48,143=2,144=99,147=14,148=0,150=1,156=4,157=0,158=0,161=98,172=4,174=0,178=0,181=0,197=13,229=1 | 134217727 134217727 16535040 | 1 19 0 | 199 | 12385036414222351 | @8224,11288
1031 1412 8251 11303 0 | WallW,attachedFloor,attachedW,canBeRemoved,collideW,cutW,diamondFloor,exterior,solidfloor | 23=1,38=0,70=10,93=0,101=0,104=3,149=0,230=0 | 134198271 134198271 2363904 | 0 0 0 | 199 | -1 | @8224,11288
1031 1412 8252 11303 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134193663 134193663 0 | 0 0 0 | 199 | -1 | @8224,11288
1031 1412 8253 11303 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8224,11288
1031 1412 8254 11303 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=2,230=0 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8224,11288
1031 1412 8255 11303 0 | attachedFloor,diamondFloor,exterior,solidfloor | 23=1,38=0,104=3,230=0 | 134212095 134212095 0 | 0 0 1 | 7 | -1 | @8224,11288
1031 1412 8248 11297 1 | exterior |  | 134004719 134152141 384 | 0 0 1 | 112 | -1 | -
1031 1412 8249 11297 1 | exterior |  | 133967855 134152005 448 | 0 0 1 | 124 | -1 | -
1031 1412 8250 11297 1 | exterior |  | 133967855 134152005 448 | 0 0 1 | 124 | -1 | -
1031 1412 8251 11297 1 | exterior |  | 134115311 134217541 64 | 0 0 1 | 28 | -1 | -
1031 1412 8248 11298 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134001663 134004735 438 | 0 0 1 | 241 | -1 | -
1031 1412 8249 11298 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133967871 511 | 0 0 1 | 255 | -1 | -
1031 1412 8250 11298 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 134115327 511 | 0 0 1 | 255 | -1 | -
1031 1412 8251 11298 1 | exterior |  | 134113775 134213445 73 | 0 0 1 | 31 | -1 | -
1031 1412 8248 11299 1 | diamondFloor,exterior,solidfloor | 23=5 | 134001663 134001663 438 | 0 0 1 | 241 | -1 | -
1031 1412 8249 11299 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
1031 1412 8250 11299 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 134113791 511 | 0 0 1 | 255 | -1 | -
1031 1412 8251 11299 1 | exterior |  | 134113775 134213445 73 | 0 0 1 | 31 | -1 | -
1031 1412 8248 11300 1 | diamondFloor,exterior,solidfloor | 23=5 | 134001663 134001663 438 | 0 0 1 | 241 | -1 | -
1031 1412 8249 11300 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
1031 1412 8250 11300 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 134113791 511 | 0 0 1 | 255 | -1 | -
1031 1412 8251 11300 1 | exterior |  | 134113775 134213445 73 | 0 0 1 | 31 | -1 | -
1031 1412 8248 11301 1 | diamondFloor,exterior,solidfloor | 23=5 | 134001663 134001663 438 | 0 0 1 | 241 | -1 | -
1031 1412 8249 11301 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
1031 1412 8250 11301 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 134113791 511 | 0 0 1 | 255 | -1 | -
1031 1412 8251 11301 1 | exterior |  | 134113775 134213445 73 | 0 0 1 | 31 | -1 | -
1031 1412 8248 11302 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134001663 134001663 438 | 0 0 1 | 241 | -1 | -
1031 1412 8249 11302 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
1031 1412 8250 11302 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 134113791 511 | 0 0 1 | 255 | -1 | -
1031 1412 8251 11302 1 | exterior |  | 134113775 134213445 73 | 0 0 1 | 31 | -1 | -
1031 1412 8248 11303 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134198271 134198271 54 | 0 0 1 | 193 | -1 | -
1031 1412 8249 11303 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134193663 134193663 63 | 0 0 1 | 199 | -1 | -
1031 1412 8250 11303 1 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134193663 134212095 63 | 0 0 1 | 199 | -1 | -
1031 1412 8251 11303 1 | exterior |  | 134212079 134213573 9 | 0 0 1 | 7 | -1 | -
# chunk 1018 1412 levels 0..0 squares 64
1018 1412 8144 11296 0 | diamondFloor,exterior,solidfloor | 104=14 | 134004735 134004735 0 | 0 0 1 | 112 | -1 | @8112,11280
1018 1412 8145 11296 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8112,11280
1018 1412 8146 11296 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8112,11280
1018 1412 8147 11296 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8112,11280
1018 1412 8148 11296 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8112,11280
1018 1412 8149 11296 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8112,11280
1018 1412 8150 11296 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8112,11280
1018 1412 8151 11296 0 | diamondFloor,exterior,solidfloor | 104=14 | 134115327 134115327 0 | 0 0 1 | 28 | -1 | @8112,11280
1018 1412 8144 11297 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8112,11280
1018 1412 8145 11297 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8146 11297 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8147 11297 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8148 11297 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8149 11297 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8150 11297 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8151 11297 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8112,11280
1018 1412 8144 11298 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8112,11280
1018 1412 8145 11298 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8146 11298 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8147 11298 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8148 11298 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8149 11298 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8150 11298 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8151 11298 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8112,11280
1018 1412 8144 11299 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8112,11280
1018 1412 8145 11299 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8146 11299 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8147 11299 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8148 11299 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8149 11299 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
1018 1412 8150 11299 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8112,11280
